transaction_id,transaction_date,amount,currency,transaction_type,account_number,account_type,transaction_category,merchant_name,credit_card_number
626,5/22/2023,665665.19,IRR,purchase,6829976296,investment,expense,Vinte,6380588956094131
627,1/27/2021,784430.45,CNY,sale,7807343460,investment,expense,Riffpath,3560068303766235
628,9/30/2020,256385.44,,transfer,4550815518,savings,income,Gabvine,5602230847401605
629,10/16/2020,797957.75,BAM,purchase,6243331967,investment,investment,Lajo,6334586553564321
630,4/30/2019,203511.92,GTQ,transfer,6656300728,checking,expense,Trilith,3574938551000749
631,2/8/2023,384249.07,CNY,transfer,6643764391,investment,investment,Dabjam,3552253421960163
632,2/3/2021,928306.55,EUR,transfer,3635979564,checking,income,Jetpulse,4026867853028797
633,5/13/2022,893710.01,RUB,sale,4031021212,investment,income,Mynte,56108839562473763
634,1/29/2022,636377.24,HNL,purchase,5001184595,,investment,Gabtune,3584774949278897
635,10/6/2021,843685.42,CRC,transfer,8011220371,checking,investment,Ozu,3556903736237295
636,7/1/2020,277125.7,,sale,6055812308,checking,income,Centizu,3585899542787348
637,1/11/2020,989533.6,UAH,purchase,6354529030,investment,income,Reallinks,4917978462745796
638,9/29/2022,166537.0,CNY,transfer,4627574713,savings,income,Thoughtmix,5264461332739980
639,11/5/2019,17264.95,BRL,transfer,8691255342,checking,income,Eidel,3546381212779192
640,3/19/2023,180471.18,EUR,purchase,4736714633,savings,income,Buzzshare,3542257855014309
641,10/31/2019,603675.59,CNY,transfer,4629138992,savings,investment,Lazz,3587279748050718
642,3/10/2021,725587.43,BRL,purchase,6266739501,checking,expense,Pixoboo,5418001128506527
643,3/2/2024,936518.75,THB,sale,7266697918,savings,income,Omba,30227443972164
644,9/23/2021,203798.18,UAH,transfer,3897967640,savings,income,Oozz,3571343411915348
645,10/26/2020,565958.48,BGN,sale,8166132096,investment,expense,Einti,6767110520928125
646,11/5/2023,846909.52,CAD,transfer,8613611902,checking,investment,Bluezoom,6304161256646930878
647,11/13/2019,199378.05,BRL,sale,5171627564,savings,income,Fatz,5335127982873222
648,5/24/2023,353350.05,IDR,purchase,6615385659,checking,income,Photospace,3554426137052719
649,5/31/2023,446222.83,SEK,sale,2472405437,checking,income,,491153491949181082
650,3/17/2022,267642.61,,purchase,4019988602,investment,investment,Tazz,3550800279610134
651,6/16/2020,517969.38,RUB,transfer,6634741922,investment,income,Divavu,3562190485790748
652,9/8/2019,617231.75,CNY,purchase,1049374855,checking,expense,Skyble,3569055519458831
653,10/24/2020,906962.48,SEK,transfer,1533627629,savings,income,Shuffletag,3549437543299149
654,4/23/2020,837142.29,RUB,transfer,9751725475,investment,investment,Skippad,3553522610026989
655,11/14/2019,27303.18,RUB,purchase,1573930070,investment,expense,Kanoodle,30443824371724
656,12/2/2019,803766.86,CNY,transfer,2935681594,savings,investment,Leenti,4017958746823402
657,1/22/2020,97934.35,SOS,transfer,6631203904,investment,investment,Mydeo,633367871806798533
658,3/4/2024,349688.19,EUR,transfer,5341254545,checking,investment,Fadeo,374283568544324
659,12/19/2020,909542.69,MXN,transfer,9681634517,savings,income,Demizz,3539719117242726
660,9/9/2021,518026.22,IDR,purchase,3855570134,checking,expense,Oba,4844103409752452
661,11/27/2023,910029.24,PKR,transfer,3823161548,savings,investment,Divanoodle,3554938980051523
662,7/26/2021,874723.38,ARS,transfer,6687205252,,expense,Blogpad,3584878848588346
663,7/14/2022,425230.66,THB,transfer,8669778400,investment,investment,Fivebridge,675904034797540809
664,11/21/2020,161266.04,CZK,sale,4926153362,checking,expense,Feedfire,5602259936674087
665,9/3/2021,799064.01,KRW,transfer,3145194694,investment,expense,Miboo,5602217969710178
666,1/10/2024,280615.3,UAH,transfer,4172523796,checking,expense,Realbuzz,3581102466281792
667,1/17/2024,580229.02,PHP,transfer,4500634820,checking,income,Fanoodle,3545536612257914
668,6/3/2019,89079.95,EUR,sale,8946131923,investment,investment,Roomm,5521780725936286
669,11/1/2019,294828.83,THB,transfer,7362721997,investment,income,Abata,3528375855580943
670,1/1/2024,258124.16,CNY,transfer,4947650255,investment,expense,Skajo,3548207390267106
671,11/3/2020,139541.32,KZT,sale,4812646032,savings,investment,Voonyx,502078139083582856
672,4/5/2022,687589.64,BOB,transfer,5028355475,checking,investment,Zoovu,5602235351621225
673,10/8/2022,573727.29,UAH,purchase,6455925497,checking,income,Jabberbean,30109205270310
674,2/20/2020,888041.34,CNY,sale,6819314899,savings,expense,Mudo,3556513466451055
675,8/1/2019,457903.71,PLN,purchase,9311107421,checking,income,Yotz,3575693375984920
676,9/29/2022,277153.43,CNY,transfer,9274313542,checking,investment,Topicstorm,3532090544134549
677,4/11/2023,786120.54,GTQ,purchase,4842693938,,income,Gigashots,3550269488096487
678,2/3/2020,885695.45,CNY,purchase,6776562872,investment,investment,Dynabox,3551565792399015
679,3/25/2024,193450.81,CNY,purchase,4515056856,checking,expense,Flipbug,5602245782377123
680,8/17/2021,697530.76,TZS,sale,8498735166,investment,income,Feedspan,3578067024873387
681,10/24/2019,295114.79,PLN,purchase,7832653939,savings,expense,Ainyx,3563308586305039
682,11/28/2020,124388.86,BRL,transfer,8561831222,checking,expense,Tazz,5602252554933885
683,6/28/2021,449277.28,THB,transfer,8745252373,investment,income,Roodel,3589814880579674
684,9/15/2021,574733.54,EUR,sale,2726253633,savings,income,Meezzy,3559503215988652
685,4/12/2019,853319.52,CNY,sale,4948272425,savings,income,Babblestorm,5602237891305798
686,1/3/2020,575726.31,CNY,transfer,2623838897,checking,investment,Plajo,3585584474472123
687,12/14/2021,490210.7,IDR,transfer,5732297507,,expense,Wikizz,5100146379376451
688,10/15/2019,782338.44,IDR,sale,1325493655,checking,investment,Flipstorm,493658881026211487
689,6/3/2019,823648.14,IDR,purchase,4735239132,savings,income,Tagcat,4041597276921044
690,6/19/2023,315266.08,XAF,purchase,6023481388,checking,investment,,3529154106477269
691,8/17/2019,693531.44,PKR,purchase,2308210911,checking,investment,Edgepulse,3555416247522379
692,6/12/2023,165362.95,UAH,transfer,3739356592,checking,expense,Snaptags,3578055735746927
693,8/7/2020,633085.75,CNY,purchase,7643202147,investment,investment,Geba,3578577307358617
694,11/1/2021,639299.96,AFN,sale,8566368570,checking,income,Feedmix,5610565010872318
695,11/28/2020,99379.06,CNY,purchase,9790009551,checking,income,Bubblemix,374283463266999
696,8/31/2019,91457.96,COP,transfer,3766710370,,investment,Tavu,5602258602416104
697,3/18/2021,920704.87,IDR,sale,4567140858,checking,income,Jaxnation,4508075505846775
698,2/7/2024,557201.04,BGN,purchase,6060622679,checking,expense,Feedbug,3572201874658020
699,7/19/2019,530469.1,PHP,purchase,8127472273,checking,expense,Youspan,3584653601888203
700,4/10/2020,487235.99,ZAR,transfer,8466862805,investment,expense,Yoveo,3562986040350492
701,9/20/2019,793221.22,NOK,sale,2832431889,investment,investment,Gabtune,490596938665952432
702,6/10/2020,529733.73,NAD,purchase,2208642537,savings,expense,Pixonyx,5602243578346477
703,9/7/2021,339926.97,IDR,sale,5213748588,investment,income,Thoughtstorm,3579047726236512
704,10/10/2022,724308.96,IDR,sale,9327556180,investment,expense,Ntag,5602234150716130629
705,10/14/2019,375865.72,,purchase,6083877362,investment,expense,Yata,3562545517199319
706,5/23/2022,800004.63,IDR,transfer,7659747620,checking,income,Meeveo,30327279805866
707,1/25/2022,641894.52,AMD,transfer,7529354690,checking,investment,,3579814678077503
708,7/25/2020,845375.09,PHP,transfer,3347012161,investment,investment,Skyble,3588335847687336
709,12/17/2021,204418.21,BYR,purchase,5033700076,savings,investment,Trupe,4936529334694291606
710,1/3/2021,483407.11,CNY,transfer,7421249777,checking,income,Kazio,5602245320064290
711,8/14/2023,468778.7,BRL,transfer,3300839228,savings,income,Zoombeat,633110277549190113
712,1/30/2022,129565.54,PHP,sale,9953026968,,investment,Yacero,630461766406254666
713,8/4/2020,668918.86,IDR,transfer,3936988448,savings,expense,Tagfeed,5602253761492046
714,8/31/2019,306504.81,IDR,transfer,7588530151,savings,expense,Devcast,3572124458152311
715,5/20/2022,705618.58,TND,purchase,1427654749,investment,income,Cogidoo,3582937612658503
716,4/12/2021,666461.2,SEK,purchase,6805413711,investment,expense,Twiyo,3589988701871773
717,8/24/2022,454967.01,BRL,sale,8725788252,investment,investment,Quatz,5602230321572912327
718,11/4/2021,263500.11,EUR,transfer,2256311932,investment,income,Mybuzz,6762189411272469033
719,6/4/2019,222269.69,JPY,purchase,3552282916,investment,expense,Edgetag,6706872128847128139
720,3/1/2022,25336.1,MUR,purchase,7939005971,savings,expense,Edgewire,3578902781576312
721,8/12/2020,492399.85,VEF,sale,7341391861,investment,income,Photobean,3535124908354273
722,7/27/2020,802298.89,COP,sale,2265670048,savings,expense,Flashpoint,5100170973139065
723,10/4/2022,496191.99,EUR,transfer,8985934305,savings,income,Voonder,3538670051862246
724,5/30/2022,540975.25,USD,purchase,7451113746,investment,expense,Trilia,3576340990049049
725,6/6/2020,732323.08,CNY,sale,7421161594,savings,expense,Kwimbee,374622422398643
726,2/16/2022,742939.47,VND,sale,3302392162,investment,expense,Cogilith,3528463803678660
727,7/5/2022,369048.39,EUR,transfer,4627413601,investment,expense,Avamba,374622559082267
728,11/14/2021,932322.52,CNY,purchase,4975201910,checking,investment,Myworks,3568880360431186
729,2/8/2024,339784.29,PLN,transfer,5839179934,savings,investment,Yamia,3528735012603534
730,12/10/2019,949307.52,RUB,purchase,8747649388,investment,expense,Skiba,30319734000852
731,5/3/2019,873455.35,EUR,transfer,8794468956,investment,expense,Realcube,5602236840544439345
732,6/26/2020,699525.07,EUR,transfer,2267532001,investment,income,Rhynyx,4917508429721802
733,5/3/2019,834794.34,PHP,sale,4978335964,investment,expense,Kamba,3574143927447886
734,8/21/2022,40351.66,SEK,purchase,1181571873,investment,investment,Edgetag,372301680223437
735,6/13/2023,51908.68,PLN,purchase,4674855631,investment,income,Centidel,5503134890051194
736,10/2/2019,885649.06,UAH,sale,5440759125,investment,expense,Dabshots,3548174036457923
737,9/7/2021,775827.92,EGP,sale,4967468790,investment,investment,Tagpad,30138712001629
738,11/26/2021,275583.6,USD,transfer,9903566961,,expense,Gigaclub,3553665466552374
739,7/19/2023,564912.3,XOF,purchase,8511286278,checking,investment,Skimia,3545755071090844
740,11/4/2023,496220.68,VEF,transfer,5888722510,checking,expense,Realfire,3589991669143979
741,12/25/2020,119524.11,EUR,sale,1027424435,savings,expense,Skyba,3571041275455621
742,7/14/2019,904199.11,PLN,transfer,1066822212,savings,investment,Realblab,5602244552170138188
743,11/10/2019,265282.53,RUB,sale,2577819463,investment,investment,Avaveo,30018883751014
744,5/6/2020,752135.44,,purchase,4800127177,savings,income,Livetube,3561794411327912
745,5/6/2019,423178.94,CZK,transfer,2301000146,savings,investment,Meedoo,3547955847392874
746,6/1/2019,883639.1,CNY,purchase,4316210274,checking,income,Youbridge,342127343013114
747,1/25/2023,397550.95,CNY,transfer,2955683178,investment,income,Avavee,201415702952141
748,11/2/2019,645026.38,NOK,purchase,2585234139,savings,investment,Zooveo,5207751056286162
749,6/4/2023,89894.14,BRL,purchase,5352373811,savings,expense,,3567727338735266
750,1/24/2023,998934.03,EUR,sale,8956709820,savings,expense,Gabvine,6759825081515882783
751,1/24/2021,19023.95,IDR,sale,7269509363,checking,expense,Yotz,3568796337835590
752,10/12/2019,907749.92,USD,purchase,5625513969,checking,investment,Tekfly,56022169296269482
753,6/1/2023,867244.03,EUR,purchase,5998774232,checking,expense,Blogpad,5581923462431338
754,8/8/2020,376466.92,EUR,purchase,7930277052,savings,investment,Mydeo,67623974562921298
755,6/20/2020,107418.78,ARS,sale,5005492952,savings,investment,Topiclounge,3541528108861949
756,10/18/2020,531095.82,CNY,sale,8636024599,checking,income,Topicblab,5038589841051522465
757,4/16/2021,842383.17,CNY,transfer,4023562883,investment,income,Rhyloo,201687651062185
758,6/15/2021,880050.23,HNL,sale,9193517906,checking,expense,Rhyzio,6386875154258749
759,1/13/2024,281024.69,IDR,purchase,8130788910,savings,income,Kwimbee,5602249469996353
760,4/18/2021,86407.87,EUR,purchase,3203196992,checking,expense,Yamia,30118810006654
761,3/26/2021,394298.97,EUR,purchase,1412242252,savings,income,Tazz,67623412388255997
762,1/31/2021,124107.69,ALL,transfer,1562133975,savings,investment,Jabberbean,5048376862613376
763,1/24/2020,323853.34,NGN,sale,6479435529,investment,income,Photobug,3559347740203124
764,2/7/2021,381787.36,SEK,transfer,2317900548,investment,income,Meembee,4917022513914893
765,11/14/2021,519874.87,MDL,purchase,9198468513,savings,income,Tagchat,060428213558359441
766,1/9/2022,343223.5,CNY,purchase,5235000267,savings,investment,Skilith,3578077914126721
767,1/21/2022,252448.93,ETB,sale,9661557707,savings,income,Kimia,6709445199418472067
768,5/20/2022,689828.42,JPY,transfer,8286675216,checking,income,Eabox,201781265390726
769,3/17/2023,182076.66,SEK,transfer,7654465311,investment,income,Zoonoodle,3533520479867761
770,7/15/2021,848025.37,SEK,sale,4722715691,savings,expense,Jabbersphere,5100171678890077
771,10/5/2021,386580.59,IDR,transfer,2487803453,investment,expense,,3548083301937362
772,3/10/2022,208600.84,BRL,sale,1268468531,investment,investment,Dazzlesphere,3577362993012377
773,11/22/2020,596731.36,CNY,sale,7525473533,savings,expense,Kayveo,5020997819911357
774,3/2/2021,688505.18,CNY,transfer,9344894901,savings,income,Zoomcast,3530745123266556
775,10/6/2019,904893.06,PLN,transfer,6026137346,savings,expense,Mydeo,36787454499674
776,8/11/2023,889814.1,EUR,transfer,8468746784,checking,income,Skidoo,3570306408202203
777,4/25/2023,640261.38,CUP,purchase,2525511583,investment,expense,Zoomzone,4917218410033072
778,8/5/2021,84970.32,CNY,purchase,1264698441,investment,expense,Rhyloo,3543122146220728
779,8/4/2019,526233.94,BRL,purchase,1392858330,checking,income,Thoughtworks,6304950181680300991
780,10/10/2019,874095.01,PLN,transfer,9387378214,investment,income,Eayo,201440079367467
781,12/7/2019,726141.55,CNY,purchase,9914998564,savings,investment,Jabbersphere,4785047295631
782,8/20/2019,505868.5,PLN,sale,2641015018,investment,investment,Geba,5010125541114155
783,12/5/2019,773815.89,THB,transfer,2879565588,savings,expense,Zooveo,3569171526553983
784,1/16/2022,409489.4,CNY,sale,7214223828,investment,investment,Photojam,5527531273854312
785,4/10/2021,534207.81,IDR,transfer,2269875487,checking,investment,Browsecat,490567304361458155
786,9/12/2023,877181.84,BYR,transfer,2880674183,checking,income,Yakitri,374288066179168
787,11/18/2022,474500.59,CNY,purchase,5661309205,checking,income,Rhycero,6762395620246602
788,4/26/2019,136272.42,THB,sale,3969139897,investment,income,Eamia,5602253064820208
789,5/31/2020,464190.62,CNY,sale,2807932465,checking,investment,Devshare,3531165109588932
790,9/7/2020,25091.21,ZAR,transfer,8445185483,checking,income,Zoombox,3589257003279857
791,1/26/2020,322874.54,PHP,transfer,7943666530,savings,expense,Tagfeed,5048375668487480
792,4/30/2023,726681.66,IDR,sale,7271750901,checking,income,Thoughtblab,3546319653786953
793,3/30/2024,377192.37,RUB,transfer,6674694487,checking,income,,201568594805007
794,10/2/2023,465789.58,BRL,transfer,8694592768,investment,investment,Babbleset,5602234382158893
795,6/8/2022,133076.11,JPY,transfer,7251915038,investment,investment,Gevee,6761536565158978045
796,9/9/2022,610473.18,BGN,transfer,7954171423,savings,income,Fatz,5602224332091898
797,11/29/2019,48675.35,GTQ,purchase,9344594510,checking,expense,Dabtype,5610500474445665
798,12/28/2019,905593.5,GNF,transfer,8113012513,checking,expense,Browsecat,201758650616394
799,2/8/2022,316419.85,RUB,transfer,5229640826,investment,expense,Vimbo,5602247590268106
800,8/1/2023,426942.34,PKR,transfer,3405221818,savings,expense,Tambee,3545336923597490
801,4/2/2020,725292.97,IDR,transfer,1289136129,,expense,Podcat,201745108689081
802,2/23/2024,559212.55,THB,sale,6166166030,savings,expense,Trilith,3548530161421739
803,4/3/2022,103359.09,CNY,transfer,1656692404,checking,income,Twinte,3547508171606359
804,12/19/2021,423198.77,PHP,sale,3154131270,savings,investment,,5100147684165332
805,3/11/2022,500056.42,CNY,purchase,2925210716,savings,expense,Oodoo,6761161919590268030
806,6/5/2023,510536.74,IRR,transfer,1942003946,,investment,Brainverse,5602216537849518
807,9/4/2021,467442.45,CAD,sale,8068569264,savings,investment,Snaptags,5602228453137364
808,6/21/2019,917452.15,MGA,sale,8374137777,investment,income,Tagopia,5602258591330514
809,12/11/2020,670685.99,HNL,transfer,6783455322,checking,expense,Muxo,3535939914616856
810,5/26/2019,442851.67,IDR,sale,8409542548,savings,income,Feedfire,4844011676083982
811,5/19/2020,803330.79,EUR,sale,6154096280,checking,investment,Fivebridge,30462043890405
812,8/18/2019,281407.72,MDL,sale,7358651846,investment,income,Twitternation,490382063226338084
813,12/9/2021,646622.4,IDR,transfer,1451728753,savings,income,Yodel,5518389926753782
814,9/16/2020,426015.09,GBP,transfer,1913684875,investment,income,Feedfish,3552490103104468
815,11/29/2021,380741.66,,transfer,7621551897,investment,investment,Vinte,6761197543119036
816,4/27/2023,718404.0,PHP,transfer,2819838028,checking,investment,Jaxnation,3572957115092275
817,11/23/2023,710696.79,,purchase,8050133856,savings,income,Ailane,5610988812263272
818,1/21/2023,287832.13,RUB,transfer,3775482801,investment,income,Dabjam,3587649126568384
819,6/21/2021,835344.68,CNY,sale,2073950591,investment,investment,Voomm,3551752512694400
820,8/3/2019,977137.63,CNY,purchase,8586612443,investment,income,Innotype,5048377968943295
821,3/18/2022,273252.48,RUB,purchase,7056459476,savings,investment,Leenti,3562177614603058
822,3/29/2022,884913.56,CNY,sale,2716079019,investment,income,Thoughtstorm,6375487462111652
823,4/19/2019,428424.48,PLN,transfer,5452758103,investment,investment,Trudeo,4903957915083746
824,3/24/2024,483135.38,KGS,purchase,1451255712,investment,expense,Brightbean,3587777335708689
825,11/10/2020,973430.92,CNY,sale,9694171599,investment,income,Topdrive,6375770308001132
826,10/6/2020,92658.33,CAD,sale,3823728267,checking,income,Topicstorm,3575121265972490
827,3/15/2022,179852.3,CNY,transfer,8883782971,checking,investment,Kwimbee,5100136079614855
828,7/10/2021,117432.06,HNL,transfer,2218705200,checking,expense,Talane,3560110790125226
829,7/9/2022,368195.08,COP,transfer,8021378643,investment,income,Jetpulse,3576213878731568
830,2/18/2021,282468.53,PEN,transfer,8401126914,savings,expense,Topicstorm,5549387637899715
831,12/22/2019,797367.95,EUR,purchase,1618193299,savings,investment,Yata,3540243343967425
832,1/14/2022,69298.98,CNY,purchase,3545000316,savings,expense,Voonte,6392184120555110
833,2/4/2022,270709.6,PHP,purchase,4135857978,checking,expense,Quamba,3530514778475999
834,11/9/2023,43962.06,IDR,purchase,2299625988,,expense,Dablist,201970582283793
835,5/26/2020,930432.75,EUR,purchase,3653806306,savings,investment,,5100144986491086
836,3/5/2023,779455.16,CRC,purchase,3268215921,checking,income,Rhynyx,5602222595226702222
837,7/28/2022,443050.98,USD,purchase,2486411504,savings,income,Camido,56022355944801962
838,12/27/2022,498813.2,PYG,sale,5744417907,savings,investment,Yodel,30274093843717
839,1/28/2021,796173.53,PLN,transfer,3933043190,checking,income,Bubblemix,3547465126691582
840,9/17/2019,412010.71,IDR,purchase,6378484111,savings,expense,Dazzlesphere,4911705855153554869
841,3/21/2023,534255.47,UYU,purchase,6844827361,savings,income,Devify,3551291147975371
842,10/24/2022,53729.86,EUR,transfer,6617246240,checking,investment,Flashspan,3571404716518425
843,1/21/2020,506705.85,IDR,transfer,6994198210,savings,investment,Zooveo,6706332620082041
844,8/9/2022,944560.65,PHP,sale,7965197466,savings,expense,Skinder,3571867171819399
845,1/17/2024,128538.78,PHP,transfer,9752497915,savings,income,Jayo,374288687362383
846,10/10/2019,336658.51,USD,purchase,5373632100,savings,expense,Zooxo,3578469172290986
847,11/23/2022,618255.06,NGN,purchase,8562719416,investment,income,Meembee,5398209079479156
848,4/24/2022,420428.47,CAD,sale,1504428074,checking,investment,Thoughtstorm,5521158958378023
849,1/10/2021,441093.5,AZN,transfer,5709876541,investment,expense,Yozio,3548554772039664
850,8/19/2019,474157.85,RUB,transfer,1490629062,savings,income,Demizz,3576353018638685
851,3/19/2024,558446.31,DKK,purchase,8306584110,investment,income,Wordpedia,30596501708839
852,3/9/2023,601297.52,KES,transfer,5949606497,checking,investment,Livetube,6759237801759794
853,11/16/2021,79963.47,RUB,purchase,9584467448,checking,expense,Vimbo,3534937342306208
854,12/30/2020,150726.58,EUR,sale,1912395864,savings,expense,Midel,3586458946466725
855,11/9/2021,115646.38,UYU,sale,6506581628,savings,investment,Zoomzone,3579880859519928
856,12/24/2020,706018.01,PLN,transfer,7700825334,savings,income,Realcube,3583707513897818
857,12/15/2023,578005.4,JPY,purchase,6887965295,savings,expense,Yozio,3575899282707540
858,5/13/2023,540037.58,EUR,transfer,4647074166,investment,investment,Katz,3576112638782673
859,4/27/2022,819330.45,CNY,purchase,9549729850,savings,expense,Topicshots,346613970036615
860,4/24/2023,247805.59,USD,transfer,7079483598,savings,expense,Yombu,3538324017846360
861,2/11/2022,912106.83,HNL,transfer,5587331658,investment,income,Demivee,3536079929642735
862,4/12/2019,252375.11,IDR,purchase,1502870151,savings,investment,Mynte,201403389945307
863,5/18/2022,630541.92,IDR,transfer,1659207624,checking,income,Voonte,6759267771742678
864,3/5/2024,954538.53,MYR,sale,7917662087,,income,Realmix,4936869820915857
865,10/23/2019,113081.56,CNY,transfer,5146965304,savings,expense,,4175003081859378
866,11/8/2021,505404.23,MXN,transfer,5095438180,investment,expense,Quinu,5602219932695981
867,12/2/2020,709662.22,PLN,sale,1464827714,savings,income,Quire,560222596659806550
868,9/17/2023,456312.43,CNY,transfer,7644875539,savings,investment,Tagfeed,5010121158698101
869,2/18/2020,819232.79,IDR,sale,5024322375,checking,expense,Tagfeed,201705085354430
870,1/20/2021,920334.38,IDR,sale,3988489395,,income,Eazzy,5537753117325519
871,3/3/2021,637464.24,EUR,transfer,5707605540,checking,expense,Ailane,6334888971173036
872,7/24/2022,15274.97,EUR,purchase,5131916976,checking,income,Trudoo,374622084201176
873,4/20/2019,308179.29,PAB,purchase,2268634587,investment,income,Meemm,201891902401297
874,8/23/2022,839818.73,SYP,purchase,4569832535,investment,investment,Skinte,6762464463890389586
875,3/23/2023,530942.19,COP,purchase,7012763039,investment,income,Tagtune,3578954685378881
876,5/20/2021,662699.04,CNY,purchase,2471472135,checking,investment,Mybuzz,5510914741850576
877,9/14/2023,9537.61,IDR,transfer,4240929806,checking,income,Dabfeed,4911999958265020
878,6/1/2023,192176.09,IDR,purchase,9563520283,investment,investment,Meedoo,3552611873163422
879,12/19/2021,79428.75,IDR,purchase,9843433489,,income,Bubblemix,36517455418872
880,5/3/2021,513361.12,PLN,transfer,6594884089,savings,expense,Voolia,3548823004947816
881,5/22/2022,358419.39,USD,sale,7922174690,investment,investment,Abata,3585885982256431
882,11/11/2023,5747.07,CNY,sale,3460767755,savings,expense,Skyvu,4017957654168677
883,8/16/2021,685257.71,HRK,transfer,7313013320,savings,expense,Fatz,3574982798149968
884,9/24/2020,334205.16,CNY,purchase,1681644441,investment,investment,Skipfire,3529403319892578
885,9/24/2022,950204.19,BRL,purchase,8523933366,savings,expense,Oyonder,3535654487792014
886,5/29/2023,877994.13,EUR,transfer,9957059414,checking,investment,Realbuzz,3568550943912107
887,2/4/2023,749157.68,MXN,purchase,7074727553,checking,expense,Demizz,374283196067599
888,11/7/2021,3692.21,CZK,sale,5612470288,investment,income,Quatz,5303361651833120
889,3/24/2023,149922.81,PHP,purchase,4924300909,investment,expense,Geba,4913369794343407
890,10/4/2022,795637.05,CNY,transfer,8726196861,checking,investment,Jaxbean,6706734155949462
891,8/10/2019,601679.73,XAF,transfer,7131069267,investment,income,Fivespan,3562978478539605
892,6/17/2021,112095.51,IDR,purchase,9509489071,checking,income,Twimm,4041377683696020
893,10/29/2023,555471.66,CZK,transfer,5035206773,savings,expense,Gabtype,4508351422548145
894,8/17/2019,720546.61,CAD,sale,5696648718,savings,expense,Browsezoom,56022382434194203
895,8/30/2023,892428.93,EUR,purchase,5545346362,investment,expense,Kwinu,4911852046962092
896,12/23/2019,934442.58,,purchase,4853059403,investment,income,Topicblab,3531547681092567
897,1/26/2024,720344.9,ARS,sale,5129993429,investment,expense,Demimbu,3557165578500540
898,8/18/2020,366819.67,,purchase,3930161321,checking,expense,Agimba,3537546077736799
899,11/21/2023,489745.26,CNY,sale,2323826073,investment,investment,Gabtype,3585411639893151
900,3/28/2022,469340.56,PEN,sale,9496781305,investment,investment,Demivee,6334721058898841237
901,5/6/2023,339218.39,THB,sale,8330748587,,investment,Topicshots,4175002100210589
902,10/28/2020,108859.86,IDR,sale,6236330406,,income,Centimia,4844168944722955
903,11/7/2022,21997.41,EUR,transfer,1175646121,investment,income,Photobean,344580234291751
904,6/20/2022,889388.43,IDR,transfer,7940076957,investment,investment,Livetube,3582686576806760
905,3/28/2024,552225.71,IDR,sale,2816427707,investment,expense,Midel,5273547082504902
906,3/15/2021,940933.36,SEK,sale,7425079333,investment,expense,Dabfeed,6762970630533585
907,9/10/2020,123250.84,THB,sale,7337862000,investment,investment,Dablist,3586098763805439
908,3/27/2021,251588.76,COP,sale,5170461865,investment,income,Dablist,4026398827473687
909,10/19/2021,89360.88,RUB,purchase,8494085524,checking,investment,Meembee,5641828190012276
910,6/18/2022,345393.36,IDR,sale,7675810804,investment,investment,Avaveo,3529819421238758
911,7/21/2019,492196.62,TZS,sale,3782116968,checking,expense,Quatz,5602243190331964
912,4/12/2019,877860.34,COP,transfer,2100859781,,income,Lazzy,5007669874982402
913,9/23/2019,487323.0,EUR,transfer,7653949724,checking,investment,Wordpedia,3540786201430522
914,4/12/2019,631993.87,KZT,sale,1431690888,savings,income,Vimbo,5010129752508626
915,2/22/2024,907015.31,COP,purchase,9168879192,checking,investment,Kaymbo,67064285710662312
916,1/23/2022,352156.83,BGN,transfer,2367275329,checking,income,Feedspan,4844593692334853
917,7/12/2019,897529.38,,purchase,2296014591,savings,expense,Yoveo,201898578503264
918,9/7/2021,289846.02,CZK,purchase,8319520712,investment,income,Photobug,5010129845680671
919,2/15/2024,742538.27,PLN,sale,7460147209,savings,expense,Zoovu,5038543808015295889
920,7/12/2021,640532.54,ARS,purchase,6580872944,checking,income,Eire,3541482118289925
921,11/12/2020,998022.1,IDR,purchase,2864900417,checking,expense,Gevee,3570291227821898
922,5/18/2022,274962.2,CNY,transfer,4210249627,investment,investment,Tagchat,5002355274772719
923,9/8/2023,130190.74,IDR,transfer,1905433844,savings,investment,Tagopia,30195487222806
924,3/25/2023,228183.49,NOK,purchase,4593294940,savings,investment,Linklinks,30329455797263
925,6/15/2022,734689.94,EUR,purchase,4668664663,investment,investment,Wikivu,3589659454458734
926,2/22/2022,504916.95,CNY,sale,2831448739,savings,investment,Kwilith,677189860431123145
927,7/18/2019,520112.99,VEF,purchase,1501757726,investment,investment,Gabcube,50203301809548995
928,1/28/2023,635819.17,RUB,purchase,2199302861,investment,expense,Lajo,5475870281996661
929,12/4/2023,253378.32,CZK,transfer,5119301395,checking,investment,Brainverse,3578493675271301
930,4/10/2019,597318.3,MNT,sale,6913357990,savings,income,Abata,5602216736143325
931,7/27/2019,122220.11,NGN,transfer,7908170772,savings,income,Youspan,3537872149175786
932,12/23/2022,369799.06,EUR,purchase,5334000701,checking,investment,,3538325877251062
933,7/19/2022,265651.83,CNY,transfer,5946535777,savings,income,Edgewire,4017956768295
934,1/28/2020,331379.95,PHP,sale,1419186105,savings,expense,,337941618109275
935,9/27/2022,544963.59,CNY,sale,2305993134,savings,investment,Photospace,3578445691330537
936,11/4/2020,651993.99,RUB,purchase,6630340493,,expense,Bubbletube,3589499109715299
937,11/18/2019,300911.99,ALL,transfer,6282698657,investment,income,Omba,5002353258609932
